NB_LATITUDE,NB_LONGITUDE,Date,V00,V01,V02,V03,V04,V05,V06,V07
-37.7948,145.03015,15/10/2006,98,75,68,62,47,54,40,33
-37.7948,145.03015,16/10/2006,28,27,13,8,16,9,8,5
-37.7948,145.03015,17/10/2006,23,24,23,9,14,9,4,12
-37.7948,145.03015,18/10/2006,49,27,30,20,17,12,12,14
-37.7948,145.03015,19/10/2006,34,35,23,14,19,13,12,11
-37.7948,145.03015,20/10/2006,43,32,22,24,17,24,14,12
-37.7948,145.03015,21/10/2006,82,61,64,58,51,37,34,22
-37.7948,145.03015,22/10/2006,104,101,94,76,72,65,54,40
-37.7948,145.03015,23/10/2006,22,20,17,11,14,11,7,8
-37.7948,145.03015,24/10/2006,20,9,20,15,16,6,7,8
-37.7948,145.03015,25/10/2006,34,25,23,22,21,18,6,8
-37.7948,145.03015,27/10/2006,42,31,29,29,23,15,15,16
-37.7948,145.03015,28/10/2006,78,58,51,49,56,32,38,26
-37.7948,145.03015,29/10/2006,99,90,77,67,41,43,50,0
-37.7948,145.03015,30/10/2006,27,20,24,13,13,11,15,8
-37.7948,145.03015,31/10/2006,26,18,19,14,10,11,8,6
-37.78661,145.06202,1/10/2006,61,83,55,46,60,48,35,28
-37.78661,145.06202,2/10/2006,33,31,19,11,8,13,10,8
-37.78661,145.06202,3/10/2006,19,12,20,12,5,7,10,5
-37.78661,145.06202,4/10/2006,19,33,17,19,14,5,9,8
-37.78661,145.06202,5/10/2006,35,31,11,26,16,12,11,13
-37.78661,145.06202,6/10/2006,28,20,30,15,14,12,16,13
-37.78661,145.06202,7/10/2006,58,61,51,53,36,27,36,25
-37.78661,145.06202,8/10/2006,92,103,94,77,56,44,49,31
-37.78661,145.06202,9/10/2006,19,18,12,17,20,15,6,7
-37.78661,145.06202,10/10/2006,22,21,9,15,7,6,10,5
-37.78661,145.06202,11/10/2006,26,23,20,13,17,7,19,11
-37.78661,145.06202,12/10/2006,29,23,25,15,14,8,11,15
-37.78661,145.06202,13/10/2006,24,20,16,17,15,21,7,9
-37.78661,145.06202,14/10/2006,49,63,53,48,43,35,29,21
-37.78661,145.06202,15/10/2006,102,98,81,69,55,59,40,32
-37.78661,145.06202,16/10/2006,29,31,25,10,4,10,7,12
-37.78661,145.06202,17/10/2006,20,15,16,15,11,8,8,5
-37.78661,145.06202,18/10/2006,31,29,14,23,20,9,18,5
-37.78661,145.06202,19/10/2006,31,41,24,18,10,16,12,19
-37.78661,145.06202,20/10/2006,36,24,23,20,12,16,15,11
-37.78661,145.06202,21/10/2006,71,67,46,49,34,41,18,20
-37.78661,145.06202,22/10/2006,115,85,87,63,66,41,29,36
-37.78661,145.06202,23/10/2006,27,24,19,17,13,11,6,5
-37.78661,145.06202,24/10/2006,22,23,17,14,6,10,7,9
-37.78661,145.06202,25/10/2006,28,22,20,17,11,16,12,11
-37.78661,145.06202,26/10/2006,33,30,23,12,19,10,13,5
-37.78661,145.06202,27/10/2006,33,31,19,32,20,10,7,11
-37.78661,145.06202,28/10/2006,60,69,54,45,32,39,25,13
-37.78661,145.06202,29/10/2006,98,107,69,82,55,40,35,0
-37.78661,145.06202,30/10/2006,27,32,15,13,20,11,12,10
-37.78661,145.06202,31/10/2006,25,22,12,12,16,10,10,4
-37.78093,145.07733,1/10/2006,97,92,90,57,45,54,35,29
-37.78093,145.07733,2/10/2006,27,29,18,21,21,6,10,8
-37.78093,145.07733,3/10/2006,23,18,25,18,10,8,8,7
-37.78093,145.07733,4/10/2006,39,23,21,23,12,7,8,4
-37.78093,145.07733,5/10/2006,34,20,29,21,14,14,10,9
-37.78093,145.07733,6/10/2006,46,40,26,35,24,15,18,9
-37.78093,145.07733,7/10/2006,78,65,56,44,41,32,28,23
-37.78093,145.07733,8/10/2006,95,91,89,59,57,67,31,30
-37.78093,145.07733,9/10/2006,36,19,23,23,13,9,7,12
-37.78093,145.07733,10/10/2006,27,27,18,19,11,15,12,15
-37.78093,145.07733,11/10/2006,28,26,19,20,13,20,3,11
-37.78093,145.07733,12/10/2006,33,29,19,17,18,17,8,9
-37.78093,145.07733,13/10/2006,40,30,36,38,19,9,17,13
-37.78093,145.07733,14/10/2006,69,59,42,45,38,30,23,24
-37.78093,145.07733,15/10/2006,123,94,90,97,68,61,41,49
-37.78093,145.07733,16/10/2006,39,28,22,18,13,6,10,6
-37.78093,145.07733,17/10/2006,25,19,22,15,10,8,8,5
-37.78093,145.07733,18/10/2006,47,30,24,17,19,10,6,15
-37.78093,145.07733,19/10/2006,39,29,17,18,8,23,10,9
-37.78093,145.07733,20/10/2006,44,25,25,33,16,17,12,18
-37.78093,145.07733,21/10/2006,48,58,58,59,41,31,34,24
-37.78093,145.07733,22/10/2006,100,84,61,66,63,49,47,39
-37.78093,145.07733,23/10/2006,26,27,25,27,14,12,13,12
-37.78093,145.07733,24/10/2006,25,16,15,26,15,9,5,7
-37.78093,145.07733,25/10/2006,30,21,25,24,20,18,7,13
-37.78093,145.07733,26/10/2006,29,20,17,19,16,24,7,9
-37.78093,145.07733,27/10/2006,48,37,34,37,18,17,18,13
-37.78093,145.07733,28/10/2006,71,55,56,42,27,23,32,25
-37.78093,145.07733,29/10/2006,103,87,70,69,58,45,40,0
-37.78093,145.07733,30/10/2006,41,37,29,18,11,19,17,9
-37.78093,145.07733,31/10/2006,29,21,17,12,19,7,14,7
-37.7820873,145.0778256,1/10/2006,72,57,50,43,31,37,34,24
-37.7820873,145.0778256,2/10/2006,26,21,29,9,12,8,13,9
-37.7820873,145.0778256,3/10/2006,17,22,16,13,6,10,7,17
-37.7820873,145.0778256,4/10/2006,26,21,14,16,9,10,16,9
-37.7820873,145.0778256,5/10/2006,35,25,15,5,17,4,5,7
-37.7820873,145.0778256,6/10/2006,42,27,27,15,16,10,14,4
-37.7820873,145.0778256,7/10/2006,42,39,35,31,28,18,14,20
-37.7820873,145.0778256,8/10/2006,64,61,63,56,39,49,31,18
-37.7820873,145.0778256,9/10/2006,21,19,18,11,10,14,9,8
-37.7820873,145.0778256,10/10/2006,16,14,17,15,10,9,13,5
-37.7820873,145.0778256,11/10/2006,31,26,17,12,13,7,8,11
-37.7820873,145.0778256,12/10/2006,27,21,16,12,14,9,11,2
-37.7820873,145.0778256,13/10/2006,41,22,22,15,19,9,8,8
-37.7820873,145.0778256,14/10/2006,49,38,44,44,32,25,23,28
-37.7820873,145.0778256,15/10/2006,72,65,59,43,41,42,31,33
-37.7820873,145.0778256,16/10/2006,30,24,17,16,6,11,8,5
-37.7820873,145.0778256,17/10/2006,30,19,20,15,12,4,6,10
-37.7820873,145.0778256,18/10/2006,23,20,24,19,16,12,9,9
-37.7820873,145.0778256,19/10/2006,30,30,23,12,9,9,14,5
-37.7820873,145.0778256,20/10/2006,33,31,25,19,15,10,6,10
-37.7820873,145.0778256,21/10/2006,52,47,43,32,29,28,21,14
-37.7820873,145.0778256,22/10/2006,72,74,67,58,47,25,31,27
-37.7820873,145.0778256,23/10/2006,25,25,14,13,16,9,11,10
-37.7820873,145.0778256,24/10/2006,25,15,17,9,10,9,3,7
-37.7820873,145.0778256,25/10/2006,17,21,26,13,13,8,12,8
-37.7820873,145.0778256,26/10/2006,25,26,21,19,7,12,12,6
-37.7820873,145.0778256,27/10/2006,25,30,18,13,14,11,9,12
-37.7820873,145.0778256,28/10/2006,54,37,41,21,36,28,17,25
-37.7820873,145.0778256,29/10/2006,67,57,50,47,55,42,22,0
-37.7820873,145.0778256,30/10/2006,31,30,10,22,14,11,8,9
-37.7820873,145.0778256,31/10/2006,22,14,22,12,13,12,13,9
-37.78267,145.07729,1/10/2006,29,29,33,25,17,22,21,14
-37.78267,145.07729,2/10/2006,7,9,7,4,2,4,6,6
-37.78267,145.07729,3/10/2006,12,5,4,1,2,3,5,0
-37.78267,145.07729,4/10/2006,7,8,9,4,8,5,7,4
-37.78267,145.07729,5/10/2006,15,16,10,10,1,6,8,5
-37.78267,145.07729,6/10/2006,7,15,11,7,3,8,11,7
-37.78267,145.07729,7/10/2006,42,35,16,20,14,15,11,12
-37.78267,145.07729,8/10/2006,30,51,37,40,41,26,17,17
-37.78267,145.07729,9/10/2006,13,8,9,9,4,4,4,3
-37.78267,145.07729,10/10/2006,9,8,5,5,0,2,7,1
-37.78267,145.07729,11/10/2006,10,16,9,7,10,1,11,3
-37.78267,145.07729,12/10/2006,12,18,13,5,12,10,5,4
-37.78267,145.07729,13/10/2006,16,13,10,13,6,7,11,12
-37.78267,145.07729,14/10/2006,25,37,28,22,18,13,6,16
-37.78267,145.07729,15/10/2006,32,47,41,19,29,28,26,22
-37.78267,145.07729,16/10/2006,17,18,8,10,8,6,4,8
-37.78267,145.07729,17/10/2006,16,7,7,6,9,5,3,4
-37.78267,145.07729,18/10/2006,19,11,14,10,7,8,6,8
-37.78267,145.07729,19/10/2006,23,18,11,7,10,8,3,10
-37.78267,145.07729,20/10/2006,25,18,14,13,14,8,9,8
-37.78267,145.07729,21/10/2006,53,28,33,13,15,12,14,14
-37.78267,145.07729,22/10/2006,42,44,46,32,29,22,24,21
-37.78267,145.07729,23/10/2006,8,16,7,4,4,5,3,3
-37.78267,145.07729,24/10/2006,14,13,11,3,4,4,6,6
-37.78267,145.07729,25/10/2006,21,13,14,7,7,8,6,6
-37.78267,145.07729,26/10/2006,9,12,14,6,10,13,9,3
-37.78267,145.07729,27/10/2006,17,13,9,6,9,5,9,4
-37.78267,145.07729,28/10/2006,29,29,20,20,17,13,10,10
-37.78267,145.07729,29/10/2006,38,48,28,26,24,18,24,0
-37.78267,145.07729,30/10/2006,11,8,10,8,8,9,5,4
-37.78267,145.07729,31/10/2006,9,13,11,8,6,5,4,1
-37.78127,145.07688,1/10/2006,91,97,80,87,63,50,66,60
-37.78127,145.07688,2/10/2006,32,31,23,21,17,20,17,8
-37.78127,145.07688,3/10/2006,34,21,21,16,17,13,9,12
-37.78127,145.07688,4/10/2006,38,34,27,24,20,19,14,12
-37.78127,145.07688,5/10/2006,48,44,29,15,19,12,9,6
-37.78127,145.07688,6/10/2006,48,49,23,33,31,14,14,22
-37.78127,145.07688,7/10/2006,93,96,85,59,59,59,64,49
-37.78127,145.07688,8/10/2006,137,105,121,96,85,82,59,72
-37.78127,145.07688,9/10/2006,37,33,32,11,21,14,17,11
-37.78127,145.07688,10/10/2006,29,34,16,19,11,16,13,15
-37.78127,145.07688,11/10/2006,63,36,25,25,15,15,8,13
-37.78127,145.07688,12/10/2006,52,32,30,26,20,17,13,14
-37.78127,145.07688,13/10/2006,42,55,43,32,27,26,20,24
-37.78127,145.07688,14/10/2006,92,95,69,62,62,61,46,33
-37.78127,145.07688,15/10/2006,131,110,121,82,76,63,68,65
-37.78127,145.07688,16/10/2006,32,37,24,19,20,17,11,9
-37.78127,145.07688,17/10/2006,26,38,26,15,15,8,11,10
-37.78127,145.07688,18/10/2006,56,47,27,30,23,15,14,14
-37.78127,145.07688,19/10/2006,59,51,26,23,15,30,17,19
-37.78127,145.07688,20/10/2006,53,55,39,38,24,29,33,18
-37.78127,145.07688,21/10/2006,90,105,78,84,89,60,65,59
-37.78127,145.07688,22/10/2006,106,78,82,73,76,70,51,64
-37.78127,145.07688,23/10/2006,37,18,17,17,22,12,12,20
-37.78127,145.07688,24/10/2006,32,33,17,22,13,14,8,11
-37.78127,145.07688,25/10/2006,39,41,32,20,21,15,20,8
-37.78127,145.07688,26/10/2006,62,46,30,17,16,14,25,12
-37.78127,145.07688,27/10/2006,51,44,28,30,37,36,18,18
-37.78127,145.07688,28/10/2006,91,88,79,72,65,40,65,59
-37.78127,145.07688,29/10/2006,107,93,89,85,78,75,81,64
-37.78127,145.07688,30/10/2006,52,29,27,21,14,17,13,11
-37.78127,145.07688,31/10/2006,28,37,20,22,23,10,10,9
-37.8612671,145.058038,1/10/2006,43,33,34,33,24,25,19,15
-37.8612671,145.058038,2/10/2006,16,9,14,9,7,4,5,8
-37.8612671,145.058038,3/10/2006,9,13,10,7,7,6,6,3
-37.8612671,145.058038,4/10/2006,16,15,19,2,9,11,7,2
-37.8612671,145.058038,5/10/2006,18,12,11,12,8,6,5,4
-37.8612671,145.058038,6/10/2006,19,16,12,8,7,11,14,8
-37.8612671,145.058038,7/10/2006,32,42,35,29,26,20,18,23
-37.8612671,145.058038,8/10/2006,51,39,32,38,27,27,15,13
-37.8612671,145.058038,9/10/2006,19,9,13,8,0,6,3,7
-37.8612671,145.058038,10/10/2006,8,16,6,7,9,2,3,5
-37.8612671,145.058038,11/10/2006,26,6,12,5,6,5,8,4
-37.8612671,145.058038,12/10/2006,20,13,10,7,6,13,4,6
-37.8612671,145.058038,13/10/2006,17,17,11,10,8,10,3,5
-37.8612671,145.058038,14/10/2006,35,36,41,29,23,22,21,17
-37.8612671,145.058038,15/10/2006,38,46,37,33,32,22,20,16
-37.8612671,145.058038,16/10/2006,14,15,7,7,6,5,8,5
-37.8612671,145.058038,17/10/2006,21,14,16,11,5,4,5,6
-37.8612671,145.058038,18/10/2006,22,24,11,6,13,3,1,7
-37.8612671,145.058038,19/10/2006,23,15,15,3,8,6,2,12
-37.8612671,145.058038,20/10/2006,20,24,18,14,9,6,9,8
-37.8612671,145.058038,21/10/2006,44,40,29,21,27,6,13,20
-37.8612671,145.058038,22/10/2006,44,51,44,28,40,29,30,16
-37.8612671,145.058038,23/10/2006,20,17,8,7,5,11,6,2
-37.8612671,145.058038,24/10/2006,17,11,5,8,8,4,4,7
-37.8612671,145.058038,25/10/2006,9,21,12,9,4,3,7,6
-37.8612671,145.058038,26/10/2006,12,11,6,10,7,6,8,3
-37.8612671,145.058038,27/10/2006,27,15,17,18,12,6,6,7
-37.8612671,145.058038,28/10/2006,46,34,28,22,27,16,19,8
-37.8612671,145.058038,29/10/2006,46,39,44,29,33,29,24,0
-37.8612671,145.058038,30/10/2006,10,12,13,8,9,13,4,8
-37.8612671,145.058038,31/10/2006,7,15,8,8,9,3,7,6
-37.86152,145.05851,1/10/2006,67,42,42,35,29,28,21,23
-37.86152,145.05851,2/10/2006,18,14,11,7,6,5,8,6
-37.86152,145.05851,3/10/2006,14,8,16,4,7,6,6,3
-37.86152,145.05851,4/10/2006,8,14,15,9,9,7,9,6
-37.86152,145.05851,5/10/2006,10,11,6,8,6,8,6,9
-37.86152,145.05851,6/10/2006,16,14,13,7,7,10,9,7
-37.86152,145.05851,7/10/2006,40,28,25,20,24,24,24,15
-37.86152,145.05851,8/10/2006,60,41,36,30,34,30,32,23
-37.86152,145.05851,9/10/2006,11,11,8,5,10,5,9,2
-37.86152,145.05851,10/10/2006,13,7,10,6,10,5,4,7
-37.86152,145.05851,11/10/2006,14,15,9,6,7,4,7,6
-37.86152,145.05851,12/10/2006,3,3,11,8,5,6,5,8
-37.86152,145.05851,13/10/2006,16,16,12,12,7,7,5,4
-37.86152,145.05851,14/10/2006,34,31,30,38,19,31,25,19
-37.86152,145.05851,15/10/2006,44,52,40,38,47,27,23,13
-37.86152,145.05851,16/10/2006,21,8,8,9,7,3,6,6
-37.86152,145.05851,17/10/2006,13,14,7,4,15,5,7,4
-37.86152,145.05851,18/10/2006,24,10,11,8,7,5,5,10
-37.86152,145.05851,19/10/2006,13,14,17,6,8,4,9,10
-37.86152,145.05851,20/10/2006,16,13,12,12,13,7,7,10
-37.86152,145.05851,21/10/2006,28,27,26,22,26,21,15,12
-37.86152,145.05851,22/10/2006,61,43,48,47,33,40,22,24
-37.86152,145.05851,23/10/2006,14,11,8,7,4,11,7,6
-37.86152,145.05851,24/10/2006,12,10,9,8,9,11,3,2
-37.86152,145.05851,25/10/2006,9,11,12,4,5,3,3,3
-37.86152,145.05851,26/10/2006,9,14,5,4,8,9,4,4
-37.86152,145.05851,27/10/2006,19,12,14,8,13,11,7,11
-37.86152,145.05851,28/10/2006,24,30,36,23,20,14,15,12
-37.86152,145.05851,29/10/2006,48,53,43,32,35,25,22,0
-37.86152,145.05851,30/10/2006,14,11,11,9,8,9,9,5
-37.86152,145.05851,31/10/2006,12,9,8,6,4,4,2,9
-37.86155,145.05751,1/10/2006,66,44,40,37,34,31,31,34
-37.86155,145.05751,2/10/2006,25,15,17,6,5,7,5,6
-37.86155,145.05751,3/10/2006,10,11,9,6,14,5,4,7
-37.86155,145.05751,4/10/2006,13,14,15,17,8,12,8,6
-37.86155,145.05751,5/10/2006,27,21,17,15,10,7,5,7
-37.86155,145.05751,6/10/2006,30,27,20,17,14,14,15,7
-37.86155,145.05751,7/10/2006,49,41,40,37,26,37,30,26
-37.86155,145.05751,8/10/2006,70,70,46,48,39,40,38,34
-37.86155,145.05751,9/10/2006,17,19,8,10,10,8,6,7
-37.86155,145.05751,10/10/2006,16,12,4,17,13,10,6,2
-37.86155,145.05751,11/10/2006,17,18,24,7,8,8,11,4
-37.86155,145.05751,12/10/2006,26,13,15,15,11,11,11,3
-37.86155,145.05751,13/10/2006,28,19,20,20,18,13,17,5
-37.86155,145.05751,14/10/2006,60,47,24,33,38,25,25,23
-37.86155,145.05751,15/10/2006,67,68,57,50,35,41,32,23
-37.86155,145.05751,16/10/2006,19,18,16,8,8,11,13,5
-37.86155,145.05751,17/10/2006,16,18,10,11,5,5,7,7
-37.86155,145.05751,18/10/2006,23,17,19,10,11,13,7,4
-37.86155,145.05751,19/10/2006,27,31,15,13,14,8,8,7
-37.86155,145.05751,20/10/2006,31,21,24,18,18,10,21,9
-37.86155,145.05751,21/10/2006,45,29,27,15,29,11,21,20
-37.86155,145.05751,22/10/2006,85,51,41,43,39,29,26,29
-37.86155,145.05751,23/10/2006,14,17,14,13,7,9,8,8
-37.86155,145.05751,24/10/2006,13,14,5,10,6,9,8,6
-37.86155,145.05751,25/10/2006,9,15,18,7,5,5,11,6
-37.86155,145.05751,26/10/2006,9,17,3,11,16,6,4,8
-37.86155,145.05751,27/10/2006,29,19,18,21,10,12,13,7
-37.86155,145.05751,28/10/2006,67,61,39,39,20,28,24,27
-37.86155,145.05751,29/10/2006,73,60,40,36,34,27,32,0
-37.86155,145.05751,30/10/2006,15,23,8,12,13,13,11,3
-37.86155,145.05751,31/10/2006,14,16,15,16,9,12,2,6
-37.86088,145.05744,1/10/2006,1,2,1,0,0,0,2,1
-37.86088,145.05744,2/10/2006,1,1,0,0,1,0,2,0
-37.86088,145.05744,3/10/2006,2,1,0,0,0,0,0,0
-37.86088,145.05744,4/10/2006,1,0,1,1,0,0,1,0
-37.86088,145.05744,5/10/2006,4,1,1,0,0,0,0,0
-37.86088,145.05744,6/10/2006,0,0,1,0,1,0,0,0
-37.86088,145.05744,7/10/2006,1,6,0,1,0,0,1,0
-37.86088,145.05744,8/10/2006,1,1,2,2,3,1,0,1
-37.86088,145.05744,9/10/2006,0,0,0,0,0,0,0,0
-37.86088,145.05744,10/10/2006,1,1,0,0,1,0,0,0
-37.86088,145.05744,11/10/2006,0,0,0,1,0,0,2,0
-37.86088,145.05744,12/10/2006,0,0,0,0,0,0,0,0
-37.86088,145.05744,13/10/2006,3,0,0,1,1,0,0,0
-37.86088,145.05744,14/10/2006,4,2,0,2,2,2,1,0
-37.86088,145.05744,15/10/2006,1,1,2,0,1,0,0,0
-37.86088,145.05744,16/10/2006,0,1,0,0,0,0,0,2
-37.86088,145.05744,17/10/2006,1,1,0,0,0,0,0,0
-37.86088,145.05744,18/10/2006,0,2,2,0,0,1,0,0
-37.86088,145.05744,19/10/2006,1,5,3,1,4,1,0,0
-37.86088,145.05744,20/10/2006,0,1,2,2,0,1,0,1
-37.86088,145.05744,21/10/2006,2,1,0,0,1,1,2,2
-37.86088,145.05744,22/10/2006,1,0,5,1,0,0,0,0
-37.86088,145.05744,23/10/2006,0,0,0,0,0,0,1,0
-37.86088,145.05744,24/10/2006,1,0,1,0,2,0,0,0
-37.86088,145.05744,25/10/2006,0,1,2,0,0,0,0,1
-37.86088,145.05744,26/10/2006,1,0,0,0,0,0,0,0
-37.86088,145.05744,27/10/2006,1,0,0,0,0,0,0,0
-37.86088,145.05744,28/10/2006,0,1,2,4,1,2,1,1
-37.86088,145.05744,29/10/2006,2,1,2,3,1,0,0,0
-37.86088,145.05744,30/10/2006,0,0,2,0,0,0,0,0
-37.86088,145.05744,31/10/2006,1,0,0,0,2,0,0,0
-37.81441,145.02243,1/10/2006,46,43,43,87,59,31,31,35
-37.81441,145.02243,2/10/2006,32,12,14,17,50,11,97,7
-37.81441,145.02243,3/10/2006,44,28,9,25,10,3,2,5
-37.81441,145.02243,4/10/2006,24,31,10,41,18,2,8,1
-37.81441,145.02243,5/10/2006,17,11,29,15,20,9,21,16
-37.81441,145.02243,6/10/2006,43,14,46,31,22,11,4,9
-37.81441,145.02243,7/10/2006,67,51,63,63,54,32,34,13
-37.81441,145.02243,8/10/2006,53,62,78,82,59,31,32,24
-37.81441,145.02243,9/10/2006,19,22,11,34,6,8,7,5
-37.81441,145.02243,10/10/2006,13,32,23,9,8,4,3,4
-37.81441,145.02243,11/10/2006,28,35,35,30,3,8,10,6
-37.81441,145.02243,12/10/2006,29,28,14,19,14,4,14,5
-37.81441,145.02243,13/10/2006,20,18,18,34,25,8,8,8
-37.81441,145.02243,14/10/2006,34,45,46,46,96,29,51,25
-37.81441,145.02243,15/10/2006,36,45,61,62,31,28,40,27
-37.81441,145.02243,16/10/2006,19,17,13,23,26,7,5,7
-37.81441,145.02243,17/10/2006,26,26,18,8,16,7,2,4
-37.81441,145.02243,18/10/2006,48,26,28,24,16,9,5,6
-37.81441,145.02243,19/10/2006,29,33,33,47,38,11,7,14
-37.81441,145.02243,20/10/2006,32,42,20,36,19,16,7,9
-37.81441,145.02243,21/10/2006,43,57,40,25,82,19,27,28
-37.81441,145.02243,22/10/2006,59,65,41,69,46,31,30,31
-37.81441,145.02243,23/10/2006,15,21,8,20,6,3,6,3
-37.81441,145.02243,24/10/2006,13,18,15,17,29,4,3,3
-37.81441,145.02243,25/10/2006,25,10,23,21,11,8,10,7
-37.81441,145.02243,26/10/2006,21,25,47,35,43,7,8,9
-37.81441,145.02243,27/10/2006,14,32,11,31,23,13,9,9
-37.81441,145.02243,28/10/2006,51,45,39,59,62,26,14,28
-37.81441,145.02243,29/10/2006,104,54,59,71,71,37,42,0
-37.81441,145.02243,30/10/2006,17,23,22,5,23,6,7,4
-37.81441,145.02243,31/10/2006,30,25,12,16,14,16,12,7
-37.81469,145.02261,1/10/2006,50,51,53,81,31,33,25,30
-37.81469,145.02261,2/10/2006,9,17,9,6,28,13,8,11
-37.81469,145.02261,3/10/2006,14,13,7,19,6,9,3,5
-37.81469,145.02261,4/10/2006,20,14,6,21,14,6,8,7
-37.81469,145.02261,5/10/2006,23,11,26,28,15,8,21,17
-37.81469,145.02261,6/10/2006,44,8,29,21,10,10,11,13
-37.81469,145.02261,7/10/2006,46,61,43,31,19,12,16,20
-37.81469,145.02261,8/10/2006,61,77,50,56,47,24,26,22
-37.81469,145.02261,9/10/2006,11,11,9,22,15,2,13,4
-37.81469,145.02261,10/10/2006,13,16,14,14,14,3,15,10
-37.81469,145.02261,11/10/2006,26,25,16,21,13,4,8,5
-37.81469,145.02261,12/10/2006,14,15,12,14,10,5,7,12
-37.81469,145.02261,13/10/2006,13,27,25,27,20,10,12,10
-37.81469,145.02261,14/10/2006,42,53,46,21,33,30,50,15
-37.81469,145.02261,15/10/2006,36,41,55,49,42,29,26,24
-37.81469,145.02261,16/10/2006,19,9,7,14,21,6,9,8
-37.81469,145.02261,17/10/2006,21,16,15,7,12,7,16,5
-37.81469,145.02261,18/10/2006,33,19,28,24,9,7,11,6
-37.81469,145.02261,19/10/2006,20,21,16,26,23,11,12,12
-37.81469,145.02261,20/10/2006,27,35,20,22,16,11,12,11
-37.81469,145.02261,21/10/2006,50,33,51,19,46,16,19,12
-37.81469,145.02261,22/10/2006,53,74,56,70,39,21,36,22
-37.81469,145.02261,23/10/2006,14,18,15,21,5,6,7,5
-37.81469,145.02261,24/10/2006,7,7,14,12,5,2,12,8
-37.81469,145.02261,25/10/2006,25,20,12,12,5,11,16,14
-37.81469,145.02261,26/10/2006,16,20,27,15,23,7,9,5
-37.81469,145.02261,27/10/2006,37,39,12,22,25,9,9,10
-37.81469,145.02261,28/10/2006,45,44,45,67,42,31,25,18
-37.81469,145.02261,29/10/2006,91,50,58,68,49,17,35,0
-37.81469,145.02261,30/10/2006,29,17,21,9,12,7,11,6
-37.81469,145.02261,31/10/2006,33,19,6,8,7,11,4,8
-37.81495,145.0219,2/10/2006,15,25,20,39,22,12,7,15
-37.81495,145.0219,3/10/2006,23,14,33,23,8,15,13,5
-37.81457,145.02161,1/10/2006,158,136,120,180,96,116,95,96
-37.81457,145.02161,2/10/2006,146,64,52,62,48,33,26,11
-37.81457,145.02161,3/10/2006,74,58,124,82,50,30,26,11
-37.81457,145.02161,4/10/2006,86,103,60,48,83,40,34,9
-37.81457,145.02161,5/10/2006,88,87,156,68,56,24,53,48
-37.81457,145.02161,6/10/2006,187,54,90,82,47,44,46,52
-37.81457,145.02161,7/10/2006,193,211,189,246,160,86,111,103
-37.81457,145.02161,8/10/2006,192,204,201,253,123,101,126,95
-37.81457,145.02161,9/10/2006,66,44,69,47,30,18,31,20
-37.81457,145.02161,10/10/2006,123,52,88,54,35,16,16,21
-37.81457,145.02161,11/10/2006,96,128,150,76,27,9,29,18
-37.81457,145.02161,12/10/2006,127,69,79,91,44,28,29,26
-37.81457,145.02161,13/10/2006,108,117,107,89,66,44,38,26
-37.81457,145.02161,14/10/2006,232,192,175,136,214,76,177,48
-37.81457,145.02161,15/10/2006,88,148,161,217,114,76,152,59
-37.81457,145.02161,16/10/2006,51,58,29,51,31,17,16,15
-37.81457,145.02161,17/10/2006,123,70,125,41,47,18,26,15
-37.81457,145.02161,18/10/2006,163,87,157,75,32,20,17,19
-37.81457,145.02161,19/10/2006,104,105,105,87,106,23,49,30
-37.81457,145.02161,20/10/2006,127,155,54,104,48,35,28,18
-37.81457,145.02161,21/10/2006,107,97,195,139,156,67,85,66
-37.81457,145.02161,22/10/2006,226,252,149,193,204,134,163,87
-37.81457,145.02161,23/10/2006,79,55,84,46,29,14,30,17
-37.81457,145.02161,24/10/2006,89,92,75,52,81,31,22,13
-37.81457,145.02161,25/10/2006,86,53,149,68,39,16,48,34
-37.81457,145.02161,26/10/2006,96,109,154,106,73,31,23,16
-37.81457,145.02161,27/10/2006,94,181,62,89,108,33,23,21
-37.81457,145.02161,28/10/2006,150,129,135,201,211,94,182,54
-37.81457,145.02161,29/10/2006,304,145,179,281,247,100,119,0
-37.81457,145.02161,30/10/2006,145,47,105,31,26,22,19,21
-37.81457,145.02161,31/10/2006,161,135,47,51,25,35,25,12
-37.81489,145.02663,1/10/2006,32,69,46,41,31,29,12,19
-37.81489,145.02663,2/10/2006,17,7,14,6,7,9,4,6
-37.81489,145.02663,3/10/2006,16,5,8,11,6,5,1,6
-37.81489,145.02663,4/10/2006,20,14,12,10,3,8,5,3
-37.81489,145.02663,5/10/2006,24,15,9,7,10,6,10,4
-37.81489,145.02663,6/10/2006,33,14,20,12,9,7,10,6
-37.81489,145.02663,7/10/2006,47,39,30,47,29,20,25,17
-37.81489,145.02663,8/10/2006,68,53,61,47,37,31,23,23
-37.81489,145.02663,9/10/2006,20,9,9,11,9,11,6,6
-37.81489,145.02663,10/10/2006,12,10,13,9,10,6,6,6
-37.81489,145.02663,11/10/2006,28,23,15,14,9,4,7,5
-37.81489,145.02663,12/10/2006,19,12,15,13,4,8,8,4
-37.81489,145.02663,13/10/2006,21,19,15,12,8,13,9,7
-37.81489,145.02663,14/10/2006,52,39,36,30,21,13,16,17
-37.81489,145.02663,15/10/2006,66,66,52,34,35,36,29,16
-37.81489,145.02663,16/10/2006,15,12,8,6,12,11,8,5
-37.81489,145.02663,17/10/2006,12,13,9,10,6,5,2,4
