NB_LATITUDE,NB_LONGITUDE,Date,V00,V01,V02,V03,V04,V05,V06,V07
-37.79561,145.06251,6/10/2006,34,43,45,33,20,20,21,21
-37.79561,145.06251,7/10/2006,105,94,84,82,61,54,52,40
-37.79561,145.06251,8/10/2006,99,135,115,121,91,77,75,57
-37.79561,145.06251,9/10/2006,34,31,28,21,30,22,13,9
-37.79561,145.06251,10/10/2006,32,36,22,19,6,9,15,12
-37.79561,145.06251,11/10/2006,51,51,57,23,31,23,27,21
-37.79561,145.06251,12/10/2006,55,42,38,27,21,28,17,27
-37.79561,145.06251,13/10/2006,66,53,47,52,42,47,17,17
-37.79561,145.06251,14/10/2006,59,89,72,80,60,61,35,32
-37.79561,145.06251,15/10/2006,160,179,118,108,101,84,88,61
-37.79561,145.06251,16/10/2006,44,42,48,27,23,14,14,23
-37.79561,145.06251,17/10/2006,57,37,39,34,29,14,17,7
-37.79561,145.06251,18/10/2006,49,47,39,41,35,14,44,19
-37.79561,145.06251,19/10/2006,63,61,35,27,28,28,20,33
-37.79561,145.06251,20/10/2006,72,42,52,36,30,40,33,21
-37.79561,145.06251,21/10/2006,122,109,127,84,50,70,50,45
-37.79561,145.06251,22/10/2006,165,108,108,68,87,60,52,55
-37.79561,145.06251,23/10/2006,40,48,48,42,21,13,22,4
-37.79561,145.06251,24/10/2006,63,45,33,42,7,17,12,26
-37.79561,145.06251,25/10/2006,46,48,42,30,25,37,23,17
-37.79561,145.06251,26/10/2006,44,45,56,12,39,29,21,16
-37.79561,145.06251,27/10/2006,58,62,49,64,40,27,16,15
-37.79561,145.06251,28/10/2006,97,123,73,83,48,55,49,47
-37.79561,145.06251,29/10/2006,128,178,106,112,64,66,57,57
-37.79561,145.06251,30/10/2006,54,43,33,34,15,29,26,15
-37.79561,145.06251,31/10/2006,41,53,19,23,19,13,19,7
-37.79567,145.06111,1/10/2006,38,36,41,37,24,25,22,20
-37.79567,145.06111,2/10/2006,27,7,34,5,5,3,10,10
-37.79567,145.06111,3/10/2006,6,15,13,9,7,3,8,3
-37.79567,145.06111,4/10/2006,17,23,25,5,10,27,15,2
-37.79567,145.06111,5/10/2006,27,39,41,15,11,7,8,10
-37.79567,145.06111,6/10/2006,22,42,25,12,8,7,13,7
-37.79567,145.06111,7/10/2006,49,36,42,34,36,33,53,21
-37.79567,145.06111,8/10/2006,71,63,36,43,36,34,27,28
-37.79567,145.06111,9/10/2006,38,12,16,6,8,2,4,4
-37.79567,145.06111,10/10/2006,38,12,23,2,7,5,6,4
-37.79567,145.06111,11/10/2006,32,43,20,5,4,5,9,4
-37.79567,145.06111,12/10/2006,15,28,35,11,12,8,6,11
-37.79567,145.06111,13/10/2006,16,13,33,13,8,17,5,6
-37.79567,145.06111,14/10/2006,58,33,33,36,32,30,38,15
-37.79567,145.06111,15/10/2006,35,59,29,38,33,40,16,33
-37.79567,145.06111,16/10/2006,39,14,20,5,10,3,6,7
-37.79567,145.06111,17/10/2006,15,13,12,6,8,5,4,2
-37.79567,145.06111,18/10/2006,47,37,28,10,5,12,6,13
-37.79567,145.06111,19/10/2006,33,32,22,12,12,13,13,17
-37.79567,145.06111,20/10/2006,32,32,28,9,11,10,16,10
-37.79567,145.06111,21/10/2006,56,49,32,20,29,23,40,12
-37.79567,145.06111,22/10/2006,41,48,46,52,56,32,28,25
-37.79567,145.06111,23/10/2006,29,9,24,13,5,5,4,2
-37.79567,145.06111,24/10/2006,49,20,9,4,0,3,8,5
-37.79567,145.06111,25/10/2006,54,28,29,10,12,12,6,3
-37.79567,145.06111,26/10/2006,19,36,23,16,13,7,7,11
-37.79567,145.06111,27/10/2006,15,47,16,6,8,6,7,7
-37.79567,145.06111,28/10/2006,60,32,32,27,28,17,31,22
-37.79567,145.06111,29/10/2006,66,54,54,60,62,48,29,0
-37.79567,145.06111,30/10/2006,79,8,26,7,10,5,11,6
-37.79567,145.06111,31/10/2006,33,28,29,51,18,2,2,5
-37.79471,145.0612,1/10/2006,8,4,6,5,4,3,5,4
-37.79471,145.0612,2/10/2006,1,2,2,1,1,2,0,3
-37.79471,145.0612,3/10/2006,5,2,3,0,0,0,0,0
-37.79471,145.0612,4/10/2006,0,0,2,1,1,0,0,1
-37.79471,145.0612,5/10/2006,5,1,2,1,1,1,0,0
-37.79471,145.0612,6/10/2006,1,1,1,3,3,1,0,1
-37.79471,145.0612,7/10/2006,3,7,7,2,1,2,2,2
-37.79471,145.0612,8/10/2006,3,11,4,6,1,8,2,0
-37.79471,145.0612,9/10/2006,3,2,0,0,0,0,0,0
-37.79471,145.0612,10/10/2006,4,2,1,1,0,0,1,0
-37.79471,145.0612,11/10/2006,0,1,3,0,0,0,2,0
-37.79471,145.0612,12/10/2006,2,1,2,1,1,1,1,0
-37.79471,145.0612,13/10/2006,1,3,1,1,1,1,0,0
-37.79471,145.0612,14/10/2006,4,3,3,1,2,3,5,0
-37.79471,145.0612,15/10/2006,10,4,7,4,6,1,3,5
-37.79471,145.0612,16/10/2006,2,2,0,1,1,0,0,3
-37.79471,145.0612,17/10/2006,2,0,2,0,1,1,0,0
-37.79471,145.0612,18/10/2006,2,1,2,1,1,0,0,0
-37.79471,145.0612,19/10/2006,3,4,2,2,3,2,1,2
-37.79471,145.0612,20/10/2006,1,4,2,1,1,3,2,0
-37.79471,145.0612,21/10/2006,11,6,6,2,5,3,2,0
-37.79471,145.0612,22/10/2006,9,3,11,12,7,6,2,6
-37.79471,145.0612,23/10/2006,2,1,1,2,4,1,0,0
-37.79471,145.0612,24/10/2006,0,1,2,0,0,4,0,0
-37.79471,145.0612,25/10/2006,1,4,4,3,0,1,0,0
-37.79471,145.0612,26/10/2006,2,2,2,1,1,1,0,1
-37.79471,145.0612,27/10/2006,3,3,1,2,2,1,0,1
-37.79471,145.0612,28/10/2006,7,3,2,2,3,2,2,1
-37.79471,145.0612,29/10/2006,5,4,7,2,3,1,4,2
-37.79471,145.0612,30/10/2006,1,2,1,0,1,1,0,1
-37.79471,145.0612,31/10/2006,1,4,3,0,0,0,1,0
-37.80202,145.06127,1/10/2006,78,68,57,45,54,40,29,24
-37.80202,145.06127,2/10/2006,21,24,15,15,8,15,9,14
-37.80202,145.06127,3/10/2006,22,22,12,8,9,10,11,4
-37.80202,145.06127,4/10/2006,28,28,22,15,13,6,11,7
-37.80202,145.06127,5/10/2006,29,23,20,12,11,21,6,7
-37.80202,145.06127,6/10/2006,40,31,17,15,24,12,10,16
-37.80202,145.06127,7/10/2006,48,53,51,32,29,27,25,24
-37.80202,145.06127,8/10/2006,83,80,62,50,43,34,48,23
-37.80202,145.06127,9/10/2006,20,17,11,10,11,7,6,4
-37.80202,145.06127,10/10/2006,16,20,10,11,7,7,7,8
-37.80202,145.06127,11/10/2006,26,24,12,14,19,4,14,7
-37.80202,145.06127,12/10/2006,28,24,28,21,12,16,14,10
-37.80202,145.06127,13/10/2006,38,27,17,18,12,13,15,10
-37.80202,145.06127,14/10/2006,65,53,36,36,24,29,23,17
-37.80202,145.06127,15/10/2006,96,75,58,46,52,38,38,35
-37.80202,145.06127,16/10/2006,31,24,21,17,7,9,11,7
-37.80202,145.06127,17/10/2006,18,20,9,4,6,7,12,1
-37.80202,145.06127,18/10/2006,34,22,14,17,11,13,11,15
-37.80202,145.06127,19/10/2006,42,23,17,15,10,12,14,9
-37.80202,145.06127,20/10/2006,26,35,18,24,19,9,14,13
-37.80202,145.06127,21/10/2006,56,51,44,35,41,19,16,20
-37.80202,145.06127,22/10/2006,78,60,51,75,48,45,37,32
-37.80202,145.06127,23/10/2006,31,23,12,14,10,12,12,7
-37.80202,145.06127,24/10/2006,25,20,17,11,7,8,8,7
-37.80202,145.06127,25/10/2006,25,33,17,19,13,9,12,9
-37.80202,145.06127,26/10/2006,30,23,20,14,7,11,13,7
-37.80202,145.06127,27/10/2006,20,24,22,15,18,8,16,7
-37.80202,145.06127,28/10/2006,71,51,41,34,37,22,28,16
-37.80202,145.06127,29/10/2006,79,72,63,57,44,40,28,0
-37.80202,145.06127,30/10/2006,24,23,25,9,13,9,16,5
-37.80202,145.06127,31/10/2006,31,24,17,10,18,17,10,11
-37.80236,145.06167,1/10/2006,28,30,13,18,8,14,11,13
-37.80236,145.06167,2/10/2006,6,12,4,1,1,3,1,2
-37.80236,145.06167,3/10/2006,7,9,5,4,3,3,3,1
-37.80236,145.06167,4/10/2006,3,7,2,2,3,8,2,4
-37.80236,145.06167,5/10/2006,4,7,7,6,4,7,1,3
-37.80236,145.06167,6/10/2006,7,6,3,2,5,2,2,2
-37.80236,145.06167,7/10/2006,18,10,8,16,7,8,11,13
-37.80236,145.06167,8/10/2006,28,26,13,14,9,15,9,8
-37.80236,145.06167,9/10/2006,5,14,3,2,2,1,1,1
-37.80236,145.06167,10/10/2006,2,3,4,2,1,0,2,1
-37.80236,145.06167,11/10/2006,12,8,8,3,3,1,2,4
-37.80236,145.06167,12/10/2006,12,8,5,2,3,4,5,4
-37.80236,145.06167,13/10/2006,3,4,6,5,5,6,5,3
-37.80236,145.06167,14/10/2006,17,22,11,21,10,12,12,15
-37.80236,145.06167,15/10/2006,31,20,24,23,12,14,7,11
-37.80236,145.06167,16/10/2006,6,8,9,3,1,1,3,1
-37.80236,145.06167,17/10/2006,2,3,1,4,3,3,0,2
-37.80236,145.06167,18/10/2006,8,6,6,2,1,1,3,6
-37.80236,145.06167,19/10/2006,10,10,6,4,3,6,7,6
-37.80236,145.06167,20/10/2006,7,10,2,5,3,3,4,0
-37.80236,145.06167,21/10/2006,26,16,11,12,9,12,6,3
-37.80236,145.06167,22/10/2006,18,19,17,17,15,12,9,7
-37.80236,145.06167,23/10/2006,5,6,4,7,4,2,2,3
-37.80236,145.06167,24/10/2006,6,4,3,3,2,4,1,3
-37.80236,145.06167,25/10/2006,8,11,4,6,3,0,5,2
-37.80236,145.06167,26/10/2006,6,13,7,4,2,4,1,4
-37.80236,145.06167,27/10/2006,13,8,2,4,1,4,2,2
-37.80236,145.06167,28/10/2006,17,19,14,18,10,4,11,6
-37.80236,145.06167,29/10/2006,28,23,15,14,16,8,9,0
-37.80236,145.06167,30/10/2006,8,7,6,10,4,6,6,3
-37.80236,145.06167,31/10/2006,6,9,9,4,3,1,2,1
-37.80256,145.06117,1/10/2006,84,98,70,80,64,49,38,43
-37.80256,145.06117,2/10/2006,30,45,22,20,10,17,14,9
-37.80256,145.06117,3/10/2006,36,20,18,7,9,13,11,7
-37.80256,145.06117,4/10/2006,33,32,29,22,18,12,12,11
-37.80256,145.06117,5/10/2006,45,36,22,23,19,20,13,18
-37.80256,145.06117,6/10/2006,39,34,40,19,18,17,22,12
-37.80256,145.06117,7/10/2006,74,77,68,63,53,46,37,30
-37.80256,145.06117,8/10/2006,107,117,87,98,73,57,47,46
-37.80256,145.06117,9/10/2006,23,30,23,17,26,6,7,10
-37.80256,145.06117,10/10/2006,31,27,18,15,8,11,14,9
-37.80256,145.06117,11/10/2006,48,27,32,18,19,14,15,14
-37.80256,145.06117,12/10/2006,42,36,30,17,21,14,16,22
-37.80256,145.06117,13/10/2006,42,43,31,32,22,27,14,8
-37.80256,145.06117,14/10/2006,64,94,60,60,46,53,29,32
-37.80256,145.06117,15/10/2006,119,117,88,80,85,76,64,42
-37.80256,145.06117,16/10/2006,40,33,22,26,15,11,7,15
-37.80256,145.06117,17/10/2006,40,29,25,14,21,9,11,11
-37.80256,145.06117,18/10/2006,55,37,27,30,29,15,21,11
-37.80256,145.06117,19/10/2006,55,40,29,19,22,21,18,14
-37.80256,145.06117,20/10/2006,52,46,33,30,22,29,20,10
-37.80256,145.06117,21/10/2006,99,92,83,60,41,46,28,20
-37.80256,145.06117,22/10/2006,110,101,113,59,85,51,55,47
-37.80256,145.06117,23/10/2006,38,35,32,21,14,11,11,6
-37.80256,145.06117,24/10/2006,25,40,18,15,12,14,7,12
-37.80256,145.06117,25/10/2006,39,32,30,26,16,20,16,16
-37.80256,145.06117,26/10/2006,43,36,32,10,28,20,9,13
-37.80256,145.06117,27/10/2006,38,33,38,42,23,16,18,13
-37.80256,145.06117,28/10/2006,77,86,60,57,38,49,34,29
-37.80256,145.06117,29/10/2006,110,114,88,92,55,49,49,42
-37.80256,145.06117,30/10/2006,38,31,27,20,11,16,18,9
-37.80256,145.06117,31/10/2006,35,28,26,20,17,14,16,4
-37.80225,145.06081,1/10/2006,47,32,30,23,29,15,26,15
-37.80225,145.06081,2/10/2006,11,13,6,5,10,7,5,4
-37.80225,145.06081,3/10/2006,18,9,7,6,8,3,5,2
-37.80225,145.06081,4/10/2006,16,13,6,9,7,3,2,2
-37.80225,145.06081,5/10/2006,18,24,23,11,9,14,10,8
-37.80225,145.06081,6/10/2006,19,9,11,12,3,7,2,2
-37.80225,145.06081,7/10/2006,42,32,25,32,16,19,13,11
-37.80225,145.06081,8/10/2006,35,45,37,33,26,26,20,27
-37.80225,145.06081,9/10/2006,11,17,3,8,4,5,8,2
-37.80225,145.06081,10/10/2006,7,6,7,5,5,3,7,3
-37.80225,145.06081,11/10/2006,18,11,10,5,7,3,8,4
-37.80225,145.06081,12/10/2006,20,21,11,15,10,8,7,5
-37.80225,145.06081,13/10/2006,15,18,12,6,6,8,9,6
-37.80225,145.06081,14/10/2006,33,31,43,27,20,17,16,19
-37.80225,145.06081,15/10/2006,46,33,40,24,31,19,25,19
-37.80225,145.06081,16/10/2006,14,7,7,9,5,6,6,2
-37.80225,145.06081,17/10/2006,7,13,6,6,8,5,2,2
-37.80225,145.06081,18/10/2006,21,17,7,13,6,3,8,7
-37.80225,145.06081,19/10/2006,19,24,15,7,12,5,13,12
-37.80225,145.06081,20/10/2006,28,15,13,11,13,8,2,6
-37.80225,145.06081,21/10/2006,27,36,27,27,20,13,11,28
-37.80225,145.06081,22/10/2006,38,46,27,22,33,22,21,19
-37.80225,145.06081,23/10/2006,17,10,12,7,5,4,7,4
-37.80225,145.06081,24/10/2006,11,15,6,3,8,7,3,2
-37.80225,145.06081,25/10/2006,15,12,15,12,6,8,5,3
-37.80225,145.06081,26/10/2006,18,17,21,13,12,5,7,6
-37.80225,145.06081,27/10/2006,23,11,14,9,9,6,9,5
-37.80225,145.06081,28/10/2006,27,20,31,21,15,16,21,11
-37.80225,145.06081,29/10/2006,39,37,28,22,25,24,19,19
-37.80225,145.06081,30/10/2006,27,12,13,12,14,11,8,5
-37.80225,145.06081,31/10/2006,8,12,8,10,10,15,4,2
-37.81147,145.05946,1/10/2006,85,77,66,55,52,34,43,38
-37.81147,145.05946,2/10/2006,23,22,17,16,9,13,8,10
-37.81147,145.05946,3/10/2006,13,27,12,5,8,7,12,4
-37.81147,145.05946,4/10/2006,30,26,21,15,13,9,12,6
-37.81147,145.05946,5/10/2006,27,26,22,18,10,22,11,7
-37.81147,145.05946,6/10/2006,38,34,18,16,18,10,8,12
-37.81147,145.05946,7/10/2006,55,61,47,44,39,31,26,28
-37.81147,145.05946,8/10/2006,89,93,80,57,44,40,49,26
-37.81147,145.05946,9/10/2006,17,22,9,15,10,6,9,6
-37.81147,145.05946,10/10/2006,15,20,13,16,11,5,9,5
-37.81147,145.05946,11/10/2006,35,26,14,13,16,9,15,5
-37.81147,145.05946,12/10/2006,27,28,23,31,12,13,16,11
-37.81147,145.05946,13/10/2006,35,29,22,17,16,14,21,8
-37.81147,145.05946,14/10/2006,68,60,50,37,35,30,26,28
-37.81147,145.05946,15/10/2006,109,81,75,45,55,47,33,43
-37.81147,145.05946,16/10/2006,27,25,16,16,8,10,14,6
-37.81147,145.05946,17/10/2006,18,23,11,8,13,7,11,3
-37.81147,145.05946,18/10/2006,29,28,16,18,11,12,13,13
-37.81147,145.05946,19/10/2006,44,28,17,15,11,13,18,10
-37.81147,145.05946,20/10/2006,36,39,19,21,20,10,18,16
-37.81147,145.05946,21/10/2006,49,56,54,49,44,17,14,28
-37.81147,145.05946,22/10/2006,85,73,61,73,60,55,48,32
-37.81147,145.05946,23/10/2006,28,29,18,15,7,11,14,7
-37.81147,145.05946,24/10/2006,22,22,17,13,6,10,5,8
-37.81147,145.05946,25/10/2006,28,31,15,19,16,7,13,8
-37.81147,145.05946,26/10/2006,35,25,23,19,10,10,14,10
-37.81147,145.05946,27/10/2006,26,22,24,18,17,14,18,10
-37.81147,145.05946,28/10/2006,67,61,50,33,31,23,36,23
-37.81147,145.05946,29/10/2006,100,95,74,59,61,38,34,0
-37.81147,145.05946,30/10/2006,33,30,24,14,16,17,17,6
-37.81147,145.05946,31/10/2006,28,26,24,18,17,18,6,10
-37.81193,145.05982,1/10/2006,45,26,37,25,26,20,20,22
-37.81193,145.05982,2/10/2006,16,12,8,9,5,9,5,3
-37.81193,145.05982,3/10/2006,9,7,8,9,2,5,5,6
-37.81193,145.05982,4/10/2006,17,10,15,4,10,3,4,3
-37.81193,145.05982,5/10/2006,17,13,17,12,9,9,5,8
-37.81193,145.05982,6/10/2006,21,16,19,16,9,6,10,7
-37.81193,145.05982,7/10/2006,37,29,36,22,20,20,19,19
-37.81193,145.05982,8/10/2006,41,44,41,31,37,28,24,20
-37.81193,145.05982,9/10/2006,13,12,11,8,9,4,1,3
-37.81193,145.05982,10/10/2006,9,15,10,8,7,6,8,7
-37.81193,145.05982,11/10/2006,18,19,22,8,3,5,6,5
-37.81193,145.05982,12/10/2006,19,15,11,8,11,3,10,3
-37.81193,145.05982,13/10/2006,20,19,17,13,12,10,9,7
-37.81193,145.05982,14/10/2006,34,37,25,25,13,15,17,27
-37.81193,145.05982,15/10/2006,50,42,30,38,30,25,16,19
-37.81193,145.05982,16/10/2006,16,12,10,9,10,3,5,4
-37.81193,145.05982,17/10/2006,9,7,9,6,8,6,3,5
-37.81193,145.05982,18/10/2006,25,16,15,7,12,5,6,8
-37.81193,145.05982,19/10/2006,15,14,11,7,8,7,6,5
-37.81193,145.05982,20/10/2006,27,21,10,20,11,11,11,7
-37.81193,145.05982,21/10/2006,25,30,16,23,14,17,23,7
-37.81193,145.05982,22/10/2006,45,42,38,30,31,24,24,22
-37.81193,145.05982,23/10/2006,8,15,11,8,11,6,3,5
-37.81193,145.05982,24/10/2006,9,9,7,6,6,2,4,6
-37.81193,145.05982,25/10/2006,16,16,10,10,5,6,8,3
-37.81193,145.05982,26/10/2006,21,10,9,7,10,7,4,8
-37.81193,145.05982,27/10/2006,19,15,20,18,12,10,8,5
-37.81193,145.05982,28/10/2006,18,31,26,20,24,23,18,14
-37.81193,145.05982,29/10/2006,37,39,35,30,31,18,23,0
-37.81193,145.05982,30/10/2006,19,8,13,9,8,3,9,6
-37.81193,145.05982,31/10/2006,11,14,14,14,6,7,6,9
-37.81216,145.05933,1/10/2006,101,105,80,78,68,55,47,45
-37.81216,145.05933,2/10/2006,35,45,23,16,13,16,11,7
-37.81216,145.05933,3/10/2006,29,14,15,8,10,15,12,7
-37.81216,145.05933,4/10/2006,33,37,26,17,14,10,14,8
-37.81216,145.05933,5/10/2006,49,36,22,19,17,15,20,11
-37.81216,145.05933,6/10/2006,43,33,39,23,16,20,14,13
-37.81216,145.05933,7/10/2006,76,76,67,77,49,41,32,26
-37.81216,145.05933,8/10/2006,123,123,87,99,80,57,52,49
-37.81216,145.05933,9/10/2006,26,27,21,13,19,6,8,9
-37.81216,145.05933,10/10/2006,39,19,15,11,8,12,10,10
-37.81216,145.05933,11/10/2006,56,30,24,20,21,13,15,14
-37.81216,145.05933,12/10/2006,36,40,28,22,13,15,12,19
-37.81216,145.05933,13/10/2006,48,45,25,26,27,20,12,5
-37.81216,145.05933,14/10/2006,73,101,56,65,50,53,23,27
-37.81216,145.05933,15/10/2006,130,154,106,73,83,79,63,41
-37.81216,145.05933,16/10/2006,35,29,22,26,18,13,3,13
-37.81216,145.05933,17/10/2006,48,26,26,12,23,10,7,6
-37.81216,145.05933,18/10/2006,57,39,30,24,25,16,17,12
-37.81216,145.05933,19/10/2006,58,41,26,17,21,19,15,13
-37.81216,145.05933,20/10/2006,54,33,31,24,23,22,22,14
-37.81216,145.05933,21/10/2006,106,84,82,54,43,48,34,33
-37.81216,145.05933,22/10/2006,165,101,115,68,85,61,59,52
-37.81216,145.05933,23/10/2006,35,33,35,18,19,9,9,5
-37.81216,145.05933,24/10/2006,28,32,19,14,10,15,9,8
-37.81216,145.05933,25/10/2006,39,34,28,28,15,21,14,11
-37.81216,145.05933,26/10/2006,46,36,27,7,21,21,8,15
-37.81216,145.05933,27/10/2006,40,45,26,38,20,20,17,14
-37.81216,145.05933,28/10/2006,104,64,52,57,35,50,33,30
-37.81216,145.05933,29/10/2006,127,119,87,89,65,47,46,0
-37.81216,145.05933,30/10/2006,35,21,26,19,13,17,12,8
-37.81216,145.05933,31/10/2006,41,29,23,18,13,12,11,8
-37.81184,145.05901,1/10/2006,37,25,33,30,33,35,23,11
-37.81184,145.05901,2/10/2006,10,13,8,7,6,10,5,4
-37.81184,145.05901,3/10/2006,15,9,11,3,9,1,3,2
-37.81184,145.05901,4/10/2006,17,21,10,6,7,6,9,5
-37.81184,145.05901,5/10/2006,12,12,12,16,11,12,10,7
-37.81184,145.05901,6/10/2006,24,30,15,13,12,13,9,13
-37.81184,145.05901,7/10/2006,43,38,39,33,27,25,27,25
-37.81184,145.05901,8/10/2006,56,37,42,38,34,26,24,29
-37.81184,145.05901,9/10/2006,16,14,9,8,11,3,9,2
-37.81184,145.05901,10/10/2006,10,13,7,12,6,6,8,5
-37.81184,145.05901,11/10/2006,24,19,22,14,5,6,13,6
-37.81184,145.05901,12/10/2006,25,17,18,10,5,6,7,5
-37.81184,145.05901,13/10/2006,20,18,17,13,7,16,14,5
-37.81184,145.05901,14/10/2006,45,28,24,27,23,32,24,17
-37.81184,145.05901,15/10/2006,27,42,45,44,42,22,36,23
-37.81184,145.05901,16/10/2006,14,14,16,9,10,2,4,2
-37.81184,145.05901,17/10/2006,14,9,18,7,8,13,7,5
-37.81184,145.05901,18/10/2006,30,19,21,15,12,9,12,9
-37.81184,145.05901,19/10/2006,18,21,10,8,3,9,7,7
-37.81184,145.05901,20/10/2006,16,23,21,20,11,13,11,6
-37.81184,145.05901,21/10/2006,38,37,31,31,24,22,12,4
-37.81184,145.05901,22/10/2006,57,55,50,42,41,32,35,25
-37.81184,145.05901,23/10/2006,14,14,8,11,6,8,9,4
-37.81184,145.05901,24/10/2006,13,13,12,5,7,7,3,6
-37.81184,145.05901,25/10/2006,22,26,14,10,13,12,10,7
-37.81184,145.05901,26/10/2006,12,18,11,8,12,10,6,6
-37.81184,145.05901,27/10/2006,17,14,12,15,19,7,13,10
-37.81184,145.05901,28/10/2006,52,32,28,25,20,20,24,9
-37.81184,145.05901,29/10/2006,47,42,40,30,30,43,31,0
-37.81184,145.05901,30/10/2006,12,16,16,12,8,5,9,9
-37.81184,145.05901,31/10/2006,16,13,13,8,11,4,6,4
-37.8172654,145.0583603,1/10/2006,78,101,61,67,58,35,51,38
-37.8172654,145.0583603,2/10/2006,28,26,17,13,12,14,12,11
-37.8172654,145.0583603,3/10/2006,16,26,14,7,13,9,8,6
-37.8172654,145.0583603,4/10/2006,23,33,29,14,17,11,10,8
-37.8172654,145.0583603,5/10/2006,29,26,24,22,18,20,5,6
-37.8172654,145.0583603,6/10/2006,46,38,20,19,22,9,8,15
-37.8172654,145.0583603,7/10/2006,61,75,54,42,42,35,33,28
-37.8172654,145.0583603,8/10/2006,96,101,83,53,44,71,46,30
-37.8172654,145.0583603,9/10/2006,20,22,8,14,11,7,7,10
-37.8172654,145.0583603,10/10/2006,17,23,21,18,14,9,10,5
-37.8172654,145.0583603,11/10/2006,31,40,16,14,19,12,15,8
-37.8172654,145.0583603,12/10/2006,33,35,19,26,16,9,15,8
-37.8172654,145.0583603,13/10/2006,36,40,24,22,27,18,20,8
-37.8172654,145.0583603,14/10/2006,79,60,57,42,40,21,32,30
-37.8172654,145.0583603,15/10/2006,98,91,78,72,62,60,36,39
-37.8172654,145.0583603,16/10/2006,33,26,19,17,9,12,16,6
-37.8172654,145.0583603,17/10/2006,25,25,11,10,20,8,9,5
-37.8172654,145.0583603,18/10/2006,35,30,19,19,15,13,14,13
-37.8172654,145.0583603,19/10/2006,43,34,20,14,18,15,11,10
-37.8172654,145.0583603,20/10/2006,41,40,25,27,19,14,20,14
-37.8172654,145.0583603,21/10/2006,52,63,55,53,39,21,17,29
-37.8172654,145.0583603,22/10/2006,94,96,64,84,60,56,60,37
-37.8172654,145.0583603,23/10/2006,28,30,46,21,13,12,11,6
-37.8172654,145.0583603,24/10/2006,27,29,19,15,9,11,7,7
-37.8172654,145.0583603,25/10/2006,33,40,16,22,16,8,12,9
-37.8172654,145.0583603,26/10/2006,56,50,22,19,14,10,9,7
-37.8172654,145.0583603,27/10/2006,39,22,23,20,22,14,16,10
-37.8172654,145.0583603,28/10/2006,71,73,57,45,42,30,42,24
-37.8172654,145.0583603,29/10/2006,99,95,76,53,55,53,37,0
-37.8172654,145.0583603,30/10/2006,32,24,25,15,17,12,17,9
-37.8172654,145.0583603,31/10/2006,26,23,28,17,18,17,8,7
-37.81744,145.05873,1/10/2006,37,41,28,24,14,22,14,11
-37.81744,145.05873,2/10/2006,11,5,8,5,10,8,6,4
-37.81744,145.05873,3/10/2006,9,6,2,0,4,7,4,4
-37.81744,145.05873,4/10/2006,17,8,3,5,5,3,3,3
-37.81744,145.05873,5/10/2006,7,16,6,11,9,10,7,5
-37.81744,145.05873,6/10/2006,14,10,9,10,7,4,7,13
-37.81744,145.05873,7/10/2006,20,16,20,28,26,19,15,7
-37.81744,145.05873,8/10/2006,49,36,23,26,29,19,17,17
-37.81744,145.05873,9/10/2006,4,14,7,7,4,6,8,7
-37.81744,145.05873,10/10/2006,8,8,4,7,1,13,5,0
-37.81744,145.05873,11/10/2006,9,6,5,7,5,5,3,2
-37.81744,145.05873,12/10/2006,4,14,4,13,10,6,9,4
-37.81744,145.05873,13/10/2006,8,22,9,23,6,6,12,5
-37.81744,145.05873,14/10/2006,29,21,29,20,25,20,11,19
-37.81744,145.05873,15/10/2006,30,31,23,31,24,23,24,14
-37.81744,145.05873,16/10/2006,4,14,5,6,5,7,8,7
-37.81744,145.05873,17/10/2006,14,1,3,4,0,2,9,4
-37.81744,145.05873,18/10/2006,17,14,10,8,8,18,6,2
-37.81744,145.05873,19/10/2006,18,10,9,6,13,4,9,7
-37.81744,145.05873,20/10/2006,23,14,7,6,6,11,13,3
-37.81744,145.05873,21/10/2006,43,18,23,25,12,28,15,9
-37.81744,145.05873,22/10/2006,41,34,36,36,27,19,17,2
-37.81744,145.05873,23/10/2006,11,10,6,8,7,4,8,0
-37.81744,145.05873,24/10/2006,14,6,5,7,5,9,6,9
-37.81744,145.05873,25/10/2006,6,11,8,10,6,7,2,15
-37.81744,145.05873,26/10/2006,17,7,5,3,6,4,7,2
-37.81744,145.05873,27/10/2006,23,13,14,18,5,1,8,6
-37.81744,145.05873,28/10/2006,37,32,15,16,22,17,19,17
-37.81744,145.05873,29/10/2006,42,47,20,24,16,22,15,0
-37.81744,145.05873,30/10/2006,15,5,9,13,12,6,3,4
-37.81744,145.05873,31/10/2006,8,7,9,3,2,5,3,1
-37.81912,145.05801,1/10/2006,94,92,66,65,50,42,30,30
-37.81912,145.05801,2/10/2006,35,33,31,15,13,15,8,6
-37.81912,145.05801,3/10/2006,35,15,17,7,9,13,13,8
-37.81912,145.05801,4/10/2006,30,41,23,24,9,11,12,3
-37.81912,145.05801,5/10/2006,49,29,28,13,16,22,14,14
-37.81912,145.05801,6/10/2006,41,27,37,21,19,16,17,11
-37.81912,145.05801,7/10/2006,56,68,58,58,41,34,51,25
-37.81912,145.05801,8/10/2006,99,102,90,71,57,64,41,40
-37.81912,145.05801,9/10/2006,19,25,16,19,19,4,7,9
-37.81912,145.05801,10/10/2006,32,16,15,9,10,13,14,11
